name,role,country,state,city,industries,sectors,stages,department,ministry,id,email,phone,image,description,budget,type,portfolios,contacts,badges
Dell Technologies,Accelerator,India,Karnataka,Bengaluru,Analytics AR VR (Augmented + Virtual Reality) Computer Vision Telecommunication & Networking Aeronautics Aerospace & Defence AI Finance Technology Enterprise Software Education Technology Hardware Healthcare & Lifesciences Internet of Things IT Services Transportation & Storage Logistics Security Solutions Robotics,Big Data Business Intelligence Data Science Others Others Others Integrated communication services Network Technology Solutions Others Wireless Aviation & Others Defence Equipment Drones Others Space Technology Machine Learning NLP Others Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading CXM Cloud Collaboration Customer Support ERP Enterprise Mobility Location Based Others SCM Coaching E-learning Education Technology Others Skill Development 3d printing Electronics Embedded Manufacturing Others Semiconductor Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Manufacturing & Warehouse Others Smart Home Wearables Application Development BPO IT Consulting IT Management KPO Others Product Development Project Management Testing Web Development Freight & Logistics Services Others Passenger Transportation Services Traffic Management Transport Infrastructure Others Cyber Security Home Security solutions Others Public Citizen Security Solutions Others Robotics Application Robotics Technology,EarlyTraction Scaling,,,63c8b45ce4b0a39b8f00c876,XXXXXXX@gmail.com,0,bffbf500-50f4-486b-8b25-21063fac3aa0.jpg,"Indian startups are seizing new opportunities in the market and  disrupting the status quo. In fact, India has the 3rd largest startup  ecosystem in the world. At Dell Technologies, we have been enabling startupsto steer their digital journey forward. To help startups create a roadmap tosuccess, we are pleased to introduce Dell for Startups, an exclusive programto help your startup thrive in the digital future, with our   innovative solutions, strategic guidance, proven practical capabilities, andexpert consulting assistance.  ",,,,"[{'firstName': 'Vishal', 'lastName': 'Ramaswamy', 'designation': 'Program Manager', 'emailId': 'Vishal.Ramaswamy@Dell.com', 'mobileNumber': '9999999999', 'landlineNumber': None, 'website': 'https://www.dell.com/en-in/work/lp/dell-for-startups', 'socialMediaAccountURL': None}]",[]
iHub Anubhuti-IIITD Foundation,Accelerator,India,Delhi,Delhi,Education Healthcare & Lifesciences,Coaching E-learning Education Technology Others Skill Development Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical,Scaling,,,63aea283e4b0efec669dbef3,XXXXXXX@gmail.com,0,f798cb94-263b-45b3-994b-7ff10c7aa375.png,"  iHUB Anubhuti-IIITD Foundation is the Technology Innovation Hub (TIH),(https://ihub-anubhuti-iiitd.org/), a non-profit Section-8 company under theaegis of the Union Cabinet of India approved National Mission onInterdisciplinary Cyber-Physical Systems (NM-ICPS), Department of Science &Technology (DST) established by Indraprastha Institute of InformationTechnology Delhi (IIITD) to integrate computation and physical processes in adynamic environment to spur growth and technology-led economic development.The broad themes are Cognitive Computing and Social Sensing.The National Mission on Interdisciplinary Cyber-Physical Systems (NM-ICPS) hasbeen formed as per the vision of the Government of India that there was a needto develop an Inter-Ministerial National Mission in the Cyber-Physical Systemsto secure our future by creating basic R&D infrastructure, manpower, andskills. According to the Government of India, there is a need to developtechnologies like Artificial Intelligence, Cognitive Computing, Big DataAnalysis, Deep Learning, etc., and to use these technologies to solve problemsin the services and manufacturing sector.One of the important objectives of the iHUB Anubhuti-IIITD Foundation is tocollaborate with corporates, academia, government and start-ups to solve realworld issues using tools like Cognitive Computing, Artificial Intelligence,Machine Learning, HCI, etc.",,,,"[{'firstName': 'Saurabh', 'lastName': 'Chaubey', 'designation': 'CEO', 'emailId': 'ceo@ihub-anubhuti-iiitd.org', 'mobileNumber': '8103717191', 'landlineNumber': None, 'website': None, 'socialMediaAccountURL': None}]",[]
Accelerator,Accelerator,India,Assam,Baksa,Agriculture,Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others,Validation EarlyTraction Scaling,,,639313c6e4b018c322ab4326,XXXXXXX@gmail.com,0,,https://www.startupindia.gov.in/content/sih/en/persona.update.html SELECTSTAGES OF STARTUP YOU ARE INTERESTED IN WORKING WITH,,,,"[{'firstName': 'Accelerator', 'lastName': 'profile', 'designation': 'Accelerator', 'emailId': 'Accelerator123@gmail.com', 'mobileNumber': '8668346008', 'landlineNumber': None, 'website': None, 'socialMediaAccountURL': None}]",['SIH_VERIFIED']
IA Welfare Foundation ,Accelerator,India,Haryana,Gurugram,AR VR (Augmented + Virtual Reality) Automotive Finance Technology Food & Beverages Education Renewable Energy Technology Hardware Healthcare & Lifesciences Non- Renewable Energy Media & Entertainment Social Impact Biotechnology Waste Management,"Others Auto & Truck Manufacturers Auto, Truck & Motorcycle Parts Electric Vehicles Others Tires & Rubber Products Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading Food Processing Food Technology/Food Delivery Microbrewery Others Restaurants Coaching E-learning Education Technology Others Skill Development Manufacture of Electrical Equipment Manufacture of Machinery and Equipment Others Renewable Energy Solutions Renewable Nuclear Energy Renewable Solar Energy Renewable Wind Energy 3d printing Electronics Embedded Manufacturing Others Semiconductor Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Oil & Gas Drilling Oil & Gas Exploration and Production Oil & Gas Transportation Services Oil Related Services and Equipment Others Digital Media Digital Media Blogging Digital Media News Digital Media Publishing Digital Media Video Entertainment Movies OOH Media Others Social Media Corporate Social Responsibility NGO Others Others Others",Prototype Validation EarlyTraction Scaling,,,638b43a0e4b0823353415464,XXXXXXX@gmail.com,0,19597caf-5cf5-40cd-90ea-ec94f102fb40.png,"IA Welfare Foundation is backed by India Accelerator, the first GAN partneredaccelerator in India, endeavouring to provide 360-degrees cross-functionalmentorship, funding to entrepreneurs. Every 6 months, we shortlist startupsand enrich them with essential building blocks like capital, competency,peripheral services,& a strong network.",,,(SustainKart - URL: https://sustainkart.com/) | (LivNSense - URL: https://livnsense.com/) | (Umeandus - URL: https://umeandus.in/) | (AstonGreens - URL: https://www.istiskill.com/) | (Optimizers - URL: http://www.optimizersinc.com/) | (Janitri  - URL: https://janitri.in/) | ,"[{'firstName': 'Munish', 'lastName': 'Bhatia', 'designation': 'CEO', 'emailId': 'munish.bhatia@indiaaccelerator.co', 'mobileNumber': '9899056702', 'landlineNumber': None, 'website': 'https://www.indiaaccelerator.co/', 'socialMediaAccountURL': None}]",[]
Action For India,Accelerator,India,Delhi,Delhi,Agriculture Green Technology Finance Technology Education Renewable Energy Healthcare & Lifesciences,Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Clean Tech Others Waste Management Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading Coaching E-learning Education Technology Others Skill Development Manufacture of Electrical Equipment Manufacture of Machinery and Equipment Others Renewable Energy Solutions Renewable Nuclear Energy Renewable Solar Energy Renewable Wind Energy Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical,EarlyTraction Scaling,,,638af942e4b082335340c1c2,XXXXXXX@gmail.com,0,6fa0b274-fc6c-492e-b425-d9f31c428f0c.png,"Action For India's mission is to help high potential social entrepreneursovercome barriers to scale and achieve greater impact at the bottom of thepyramid. AFI connects social entrepreneurs with impact investors, mentors,technology resources, government contacts, and other relevant ecosystempartners. Launched in 2012, AFI has international chapters in the SiliconValley and in the UK.",,,,"[{'firstName': 'Sanjay', 'lastName': 'Kadaveru', 'designation': 'Founder', 'emailId': 'info@actionforindia.org', 'mobileNumber': '9000678108', 'landlineNumber': None, 'website': 'https://actionforindia.org/', 'socialMediaAccountURL': None}]",[]
Luck-Know Startup School,Accelerator,India,Uttar Pradesh,Varanasi,Agriculture Food & Beverages Human Resources Marketing Media & Entertainment Professional & Commercial Services Social Impact Textiles & Apparel Travel & Tourism Waste Management,Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Food Processing Food Technology/Food Delivery Microbrewery Others Restaurants Internships Others Recruitment Jobs Skills Assessment Talent Management Training Branding Digital Marketing (SEO Automation) Discovery Loyalty Market Research Others Sales Digital Media Digital Media Blogging Digital Media News Digital Media Publishing Digital Media Video Entertainment Movies OOH Media Others Social Media Business Support Services Business Support Supplies Commercial Printing Services Employment Services Environmental Services & Equipment Others Professional Information Services Corporate Social Responsibility NGO Others Apparel & Accessories Leather Footwear Leather Textiles Goods Non- Leather Footwear Non- Leather Textiles Goods Others Experiential Travel Facility Management Holiday Rentals Hospitality Hotel Others Ticketing Wayside Amenities Others,Prototype Validation EarlyTraction Scaling,,,638a0057e4b08233533cfb70,XXXXXXX@gmail.com,0,dc90920a-6879-457a-9fc9-ea73a3ea0e1a.png,"Every butterfly goes through the struggle of a caterpillar.As both the founders of LKSS are entrepreneurs, they understand the hurdles ofthe new entrepreneurs better.  So instead of theories, we believe in Markets. We don't Teach or Train, wehandhold them all through their painful process of metamorphosis:From Idea to Investment.Expansion to Happy Exit.Entrepreneur to Employ-preneur.  Committed to the economic freedom of the people living at the bottom of thepyramid, Luck-Know Startup School has set a target to promote next ZERO TOHERO UNICORN of India from the unorganized sector of Uttar Pradesh.  The target is to consolidate 5% of the 240 million consumer base of UP through200 feet-on-the-ground startups at an investment of $124 million in 5 years.Besides creating 100,000 secured employment, it will ensure sustainable incomeof 1 million families.  Our focus areas are:AGRI-MARKETSTREET FOODFOOD PROCESSINGTWO-WAY MARKETING NETWORKQUICK DELIVERYECO-SPIRITUAL TOURISMHEALTH FOR ALLEDUCATION & EMPLOYMENT (QUALITY MANPOWER)and startups for socio impact.",,,(Beggars Corporation  - URL: https://beggarscorporation.com) | (Divine Ethnic Village Private Limited - URL: https://twitter.com/growyourhunger) | (Million Hands Private Limited - URL: https://twitter.com/themillionhands) | ,"[{'firstName': 'Chandra', 'lastName': 'Mishra', 'designation': 'Co-Founder and CEO', 'emailId': 'luckknowschool@gmail.com', 'mobileNumber': '8178167725', 'landlineNumber': None, 'website': 'https://www.luckknowschool.com/', 'socialMediaAccountURL': None}]",[]
India Acumen Fellows Program,Accelerator,India,Maharashtra,Mumbai,Social Impact,Corporate Social Responsibility NGO Others,Scaling,,,638887e1e4b0ef90a890f1b0,XXXXXXX@gmail.com,0,a2408b84-c7b9-4c63-84a1-292ba80871dc.png,"Acumen Academy is the worldâ€™s school for social change. It is a universityreimagined for a world that needs all of us. Our mission is to unleash a newgeneration of social innovators and leaders with the character and competenceto build a more just, inclusive, and sustainable world.Since 2014, we have been cultivating a tribe of moral leaders who buildbridges between the rich and the poor, the public and private sectors, theincluded and the excluded. We have built a community of 225+ socialchangemakers in India who are embracing the challenge of solving the worldâ€™stoughest problems. We have invested the past several years in building thefoundation, brand, and curriculum mastery to democratize and institutionalizemoral leadership. Ultimately, our shared ethos, our commitment to life-longaccompaniment and the unleashing of human energy within our communities willserve a future for all of us.",,,(S4S Technologies - URL: https://s4stechnologies.com/) | (Buzz Women  - URL: https://www.buzzwomen.org/) | ,"[{'firstName': 'Nivritti', 'lastName': 'Samtaney', 'designation': 'Program Lead', 'emailId': 'nsamtaney@acumen.org', 'mobileNumber': '8826812111', 'landlineNumber': None, 'website': 'https://acumenacademy.org/', 'socialMediaAccountURL': None}]",[]
ICCo,Accelerator,India,Assam,Guwahati,Agriculture Green Technology Enterprise Software Food & Beverages Renewable Energy Internet of Things Marketing Social Impact Textiles & Apparel Transportation & Storage Logistics Biotechnology Waste Management Others,Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Clean Tech Others Waste Management CXM Cloud Collaboration Customer Support ERP Enterprise Mobility Location Based Others SCM Food Processing Food Technology/Food Delivery Microbrewery Others Restaurants Manufacture of Electrical Equipment Manufacture of Machinery and Equipment Others Renewable Energy Solutions Renewable Solar Energy Manufacturing & Warehouse Others Branding Digital Marketing (SEO Automation) Discovery Loyalty Market Research Others Sales Corporate Social Responsibility NGO Others Apparel & Accessories Non- Leather Textiles Goods Others Freight & Logistics Services Others Others Others Others Others,Validation EarlyTraction Scaling,,,638871c3e4b0ef90a890de8b,XXXXXXX@gmail.com,0,9ff94cb8-58e5-4ad0-bd08-1949955c6c23.png,"ICCo is a development organization working to achieve the twin core principlesof â€˜Securing Sustainable Livelihoodsâ€™ and â€˜Justice and Dignity for Allâ€™ inIndia. ICCo believes that â€œInnovativeâ€ strategic thinking and â€œCollaborativeâ€effort are the key to bringing a desired change in the society. ICCo works inthe areas of agriculture value chain, gender and inclusion, clean energy, andpromoting social entrepreneurship. ICCo plays diverse roles such as aCatalyst, Incubator, Accelerator, Advocate, Networker and an Implementer. Thishelps in capitalizing on synergies with various stakeholders to amplify impactof its work.",,,,"[{'firstName': 'Afreen', 'lastName': 'Rahman', 'designation': 'Accelearation', 'emailId': 'arahman@iccspl.com', 'mobileNumber': '9957573982', 'landlineNumber': None, 'website': 'https://iccoindia.org/', 'socialMediaAccountURL': None}]",[]
Dev Accelerator Private Limited,Accelerator,India,Gujarat,Ahmedabad,Analytics Architecture Interior Design AR VR (Augmented + Virtual Reality) Chemicals Construction Aeronautics Aerospace & Defence AI Green Technology Finance Technology Enterprise Software Technology Hardware IT Services Transportation & Storage Logistics Security Solutions Real Estate,Big Data Business Intelligence Data Science Others Others Others Agricultural Chemicals Commodity Chemicals Diversified Chemicals Others Specialty Chemicals Construction & Engineering Construction Materials Construction Supplies & Fixtures Homebuilding New-age Construction Technologies Others Aviation & Others Defence Equipment Drones Others Space Technology Machine Learning NLP Others Clean Tech Others Waste Management Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading CXM Cloud Collaboration Customer Support ERP Enterprise Mobility Location Based Others SCM 3d printing Electronics Embedded Manufacturing Others Semiconductor Application Development BPO IT Consulting IT Management KPO Others Product Development Project Management Testing Web Development Freight & Logistics Services Others Passenger Transportation Services Traffic Management Transport Infrastructure Others Cyber Security Home Security solutions Others Public Citizen Security Solutions Coworking Spaces Housing Others,Prototype Validation EarlyTraction Scaling,,,6386f4b3e4b0f9d17684b069,XXXXXXX@gmail.com,0,a3f1311c-845c-49fa-b760-36a26e0e4691.jpg,DevX with its venture fund and syndicate investors is looking forward toinvest into promising early stage tech-enabled startups that has gained someearly traction. Our vision is to invest in startups with a strong futurecapability of rapidy growing business through sustainable practices. Startupsfocused on either Artificial Intelligence or Internet of Things are highlypreferred.,,,,"[{'firstName': 'Jeel', 'lastName': 'Doshi', 'designation': 'Manager: Startup Inn', 'emailId': 'jeel.doshi@devx.work', 'mobileNumber': '9638440949', 'landlineNumber': None, 'website': 'https://devx.work/', 'socialMediaAccountURL': None}]",[]
T-Hub Foundation,Accelerator,India,Andhra Pradesh,Guntur,Others,Others,Prototype Validation EarlyTraction Scaling,,,638498ade4b076174be38640,XXXXXXX@gmail.com,0,321225ed-1c9d-46c2-9800-44ee62ad2780.png,"T-Hub (Technology Hub) is an innovation hub and ecosystem enabler. Based outof Hyderabad, India, T-Hub leads Indiaâ€™s pioneering innovation ecosystem andis the worldâ€™s largest innovation campus. Over the six years, T-Hub haspivoted around the 6Ms (Mentors, Market, Motivation, Manpower, Money,Methodologies) and 2Ps (Partnerships & Policy advisory) framework with amission of driving results and collaboration for entrepreneursâ€™ success. Ithas delivered 100+ innovation programs so far, creating an impact forstartups, corporations, and other innovation ecosystem stakeholders. Sinceinception, it has provided over 2000 national and international startups withaccess to better technology, talent, mentors, customers, corporates,investors, and government agencies.T-Hub launched the worldâ€™s largest innovation campus on 28 June 2022. It is astate-of-the-art facility spread over 5,85,000 sq. ft., which will house upto800 startups at its total capacity. The facility will enhance the innovationendeavours of founders, corporates, investors, academics and government, andother partners across the spectrum.",,,,"[{'firstName': 'Priyanka', 'lastName': 'Ravala', 'designation': 'Head- International ', 'emailId': 'priyanka.ravala@t-hub.co', 'mobileNumber': '9160090819', 'landlineNumber': None, 'website': None, 'socialMediaAccountURL': None}]",[]
Climate Collective,Accelerator,India,Maharashtra,Pune,Green Technology,Clean Tech Others Waste Management,Prototype Validation EarlyTraction Scaling,,,638064a4e4b09239eeffe32f,XXXXXXX@gmail.com,0,,Climate Collective is a non profit working to support Climate Tech startups,,,,"[{'firstName': 'Jui', 'lastName': 'Joshi', 'designation': 'Partner', 'emailId': 'jui@climatecollective.net', 'mobileNumber': '9871027873', 'landlineNumber': None, 'website': None, 'socialMediaAccountURL': None}]",[]
"Founder Institute, Delhi Chapter",Accelerator,India,Delhi,Delhi,AR VR (Augmented + Virtual Reality) Telecommunication & Networking Agriculture AI Finance Technology Enterprise Software Food & Beverages Education Healthcare & Lifesciences Internet of Things IT Services Media & Entertainment Professional & Commercial Services,Others Integrated communication services Network Technology Solutions Others Wireless Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Machine Learning NLP Others Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading CXM Cloud Collaboration Customer Support ERP Enterprise Mobility Location Based Others SCM Food Processing Food Technology/Food Delivery Microbrewery Others Restaurants Coaching E-learning Education Technology Others Skill Development Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Manufacturing & Warehouse Others Smart Home Wearables Application Development BPO IT Consulting IT Management KPO Others Product Development Project Management Testing Web Development Digital Media Digital Media Blogging Digital Media News Digital Media Publishing Digital Media Video Entertainment Movies OOH Media Others Social Media Business Support Services Business Support Supplies Commercial Printing Services Employment Services Environmental Services & Equipment Others Professional Information Services,Prototype Validation EarlyTraction,,,637b24b1e4b027ddb8e69127,XXXXXXX@gmail.com,0,08ddd775-775e-4c25-9080-d387c19e393e.png,"We are the Delhi Chapter of Founder Institute (fi.co), which is the world'slargest Pre-Seed accelerator based out of Silicon valley, that has helpedcreate over 6000 startups across 200 cities globally and provided funding ofover $1.75Bn!The New Delhi Accelerator's vision is to convert startup ideas into fundablebusinesses. The program is for 16-20 weeks during which it hand-holds startupsthrough active engagement with 100+ mentors and a core curriculum that shapestheir thinking and business plans. We conduct about 4 cohorts, of about 50-75founders, in a year. Many of our graduates have moved on to get funded throughour network of VC's and investor platforms in India and also globally.    A detailed deck can be accessed at :https://drive.google.com/file/d/1v8TzlRRY6Tp5GiXQ8zSqVIgCXSA-A6xz/view?usp=share_link",,,,"[{'firstName': 'VK', 'lastName': 'Gupta', 'designation': 'Director', 'emailId': 'Veerender.Gupta@fimail.co', 'mobileNumber': '9999554445', 'landlineNumber': None, 'website': 'https://fi.co/', 'socialMediaAccountURL': None}]",[]
STARTUP STAIRS,Accelerator,India,Haryana,Sohna,Construction Agriculture Events Fashion Finance Technology Healthcare & Lifesciences Human Resources Media & Entertainment Retail Logistics Travel & Tourism,Construction & Engineering Construction Materials Construction Supplies & Fixtures Homebuilding New-age Construction Technologies Others Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Event Management Others Weddings Apparel Fan Merchandise Fashion Technology Jewellery Lifestyle Others Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Internships Others Recruitment Jobs Skills Assessment Talent Management Training Digital Media Digital Media Blogging Digital Media News Digital Media Publishing Digital Media Video Entertainment Movies OOH Media Others Social Media Comparison Shopping Others Retail Technology Social Commerce Others Experiential Travel Facility Management Holiday Rentals Hospitality Hotel Others Ticketing Wayside Amenities,EarlyTraction Scaling,,,636b8603e4b0561227f0839e,XXXXXXX@gmail.com,0,f73812ec-8672-477d-99e3-9f52ec3821c5.png,"Startup Stairs is an incubation centre with a family of 15+ startups. We're aseed-stage accelerator run by experts, with love. We provide assistance andmentoring services to Startups, and MSMEs and help them in finding theirmarket, raising funds, managing finances and planning growth. We help startupsgrow right from Ideation to implementation. We create an environment that isconducive enough to help the startup every day by surrounding them with peoplewho will mentor, inspire, and challenge them.    ",,,,"[{'firstName': 'Preet', 'lastName': 'Sandhuu', 'designation': 'Advisor', 'emailId': 'preet@startupstairs.in', 'mobileNumber': '8826132888', 'landlineNumber': None, 'website': 'https://startupstairs.in/', 'socialMediaAccountURL': None}]",[]
Ingrow Accelerator,Accelerator,India,Delhi,East Delhi,AI Finance Technology,Machine Learning NLP Others Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading,EarlyTraction Scaling,,,6368208de4b0995681992ef9,XXXXXXX@gmail.com,0,053e7755-c30c-41bb-a24c-0722d27e3aa9.png,"INgrow Accelerator (Induckt Growth)  is a program which is promoted by InducktGlobal Venture Capital Firm and Induckt Universe culture for startup as acorporate accelerator. It is growth oriented based structured-12 weeks programfor accelerating startups working with the core purpose of identifying,supporting and investing in futuristic startups and founders who arepassionately building solutions leveraging ""Technology"" for better experiencesand contribute toward the growth of Indian startups ecosystem.  ",,,,"[{'firstName': 'Ayush ', 'lastName': 'Goyal', 'designation': 'Program Director', 'emailId': 'ayushgoyal@induckt.com', 'mobileNumber': '8920669892', 'landlineNumber': None, 'website': 'https://www.induckt.com', 'socialMediaAccountURL': None}]",[]
Test Accelerator,Accelerator,India,Maharashtra,Dhule,Architecture Interior Design,Others,EarlyTraction Scaling,,,63620c29e4b07dcdfd04c15e,XXXXXXX@gmail.com,0,,Test,,,,"[{'firstName': 'ND', 'lastName': 'test', 'designation': 'test', 'emailId': 'n@n.com', 'mobileNumber': '9090909086', 'landlineNumber': None, 'website': None, 'socialMediaAccountURL': None}]",[]
Telangana AI Mission,Accelerator,India,Telangana,Hyderabad,AI,Machine Learning NLP Others,Prototype Validation EarlyTraction Scaling,,,635fac7ce4b0b9c6e3a08a1d,XXXXXXX@gmail.com,0,306dd330-b964-4a80-93f5-51cd5bc843c9.png,"Revv Up is an exclusive accelerator program for AI startups by the Governmentof Telangana. Powered by NASSCOM, the program seeks to enable and empower thenext set of founders and their growth-stage AI start-ups through a structuredseries of interventions.",,,,"[{'firstName': 'Praveen ', 'lastName': 'Mokkapati', 'designation': 'Lead - T-AIM', 'emailId': 'pmokkapati@nasscom.in', 'mobileNumber': '9550759900', 'landlineNumber': None, 'website': 'https://ai.telangana.gov.in/revv-up/', 'socialMediaAccountURL': None}]",[]
TiE Hyderabad,Accelerator,India,Telangana,Hyderabad,Analytics Advertising Architecture Interior Design Automotive Chemicals Telecommunication & Networking Agriculture Aeronautics Aerospace & Defence AI Green Technology Finance Technology Enterprise Software Food & Beverages Design Education Renewable Energy Healthcare & Lifesciences Internet of Things IT Services Marketing Non- Renewable Energy Media & Entertainment Professional & Commercial Services Robotics Biotechnology Waste Management,"Big Data Business Intelligence Data Science Others AdTech Online Classified Others Others Auto & Truck Manufacturers Auto, Truck & Motorcycle Parts Electric Vehicles Others Tires & Rubber Products Agricultural Chemicals Commodity Chemicals Diversified Chemicals Others Specialty Chemicals Integrated communication services Network Technology Solutions Others Wireless Agri-Tech Animal Husbandry Dairy Farming Fisheries Food Processing Horticulture Organic Agriculture Others Aviation & Others Defence Equipment Drones Others Space Technology Machine Learning NLP Others Clean Tech Others Waste Management Accounting Advisory Billing and Invoicing Bitcoin and Blockchain Business Finance Crowdfunding Foreign Exchange Insurance Microfinance Mobile wallets  Payments Others P2P Lending Payment Platforms Personal Finance Point of Sales Trading CXM Cloud Collaboration Customer Support ERP Enterprise Mobility Location Based Others SCM Food Processing Food Technology/Food Delivery Microbrewery Others Restaurants Industrial Design Others Web Design Coaching E-learning Education Technology Others Skill Development Manufacture of Electrical Equipment Manufacture of Machinery and Equipment Others Renewable Energy Solutions Renewable Nuclear Energy Renewable Solar Energy Renewable Wind Energy Assistance Technology Biotechnology Health & Wellness Healthcare IT Healthcare Services Healthcare Technology Medical Devices Biomedical Others Pharmaceutical Manufacturing & Warehouse Others Smart Home Wearables Application Development BPO IT Consulting IT Management KPO Others Product Development Project Management Testing Web Development Branding Digital Marketing (SEO Automation) Discovery Loyalty Market Research Others Sales Oil & Gas Drilling Oil & Gas Exploration and Production Oil & Gas Transportation Services Oil Related Services and Equipment Others Digital Media Digital Media Blogging Digital Media News Digital Media Publishing Digital Media Video Entertainment Movies OOH Media Others Social Media Business Support Services Business Support Supplies Commercial Printing Services Employment Services Environmental Services & Equipment Others Professional Information Services Others Robotics Application Robotics Technology Others Others",Prototype Validation EarlyTraction Scaling,,,633e753ce4b0feee6e0c3f38,XXXXXXX@gmail.com,0,ccff77be-59f9-42f7-aefe-18244dbf9d9f.png,"TiE is a not-for-profit organization devoted to entrepreneurs in allindustries, at all stages, from incubation, throughout the entrepreneuriallifecycle. With a global reach and a local focus, the heart of TiE effortslies in its five foundational programs, â€“ Mentoring, Networking, Education,Funding, and Incubation.The Indus Entrepreneurs (TiE) was founded in 1992 in Silicon Valley by a groupof successful entrepreneurs, corporate executives, and senior professionalswith roots in the Indus region. Over the last 30 years of existence TiEChapters around the world has become a vibrant platform for entrepreneurs,professionals, industry leaders, investors to interact with one another &forge long lasting relationships.",,,,"[{'firstName': 'Narender', 'lastName': 'Mergu', 'designation': 'Program Director', 'emailId': 'p.d@tiehyderabad.org', 'mobileNumber': '9505006603', 'landlineNumber': None, 'website': 'https://hyderabad.tie.org/', 'socialMediaAccountURL': None}]",[]
